,Text,Positive?
1221, سوبر حمار,0.0
1222, سوبر حمار والله هذا السوبر حما سبب في تخلفنا,0.0
1223, سوبر سطار ولا بلاش,0.0
1224, سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة,0.0
1225, شباب صايع مو ملاقي ياكل و مخه فاضي و متخلف عقليا ,0.0
1226, شعب سخيييييييييف,0.0
1227, شعوب تافهه همها الحياة الدنيا ...فكروا في نهايتكم,0.0
1228, شكلك احول ... موب حوله ..,0.0
1229, شكلها ملجلجه ,0.0
1230, شو هاد البرنامج معقول عرضوه على القنوات!!!!!!!!!!!!!,0.0
1231, شو هالغباء فضحتنا,0.0
1232, شو هل الاهبل,0.0
1233, شو هيدا دلع اخر زمن,0.0
1234, شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان,0.0
1235, شوفو اليابان الكارثة الصارت فيها لو اتصير بالأردن البلد رايحا تتدمر و جيرانها كمان ,0.0
1236, شيئ مؤسف  الله يهديه ,0.0
1237, صار عناد وكره و قلة أدب.... . بس ظلموها,0.0
1238, صج معوق,0.0
1239, صرت عاءل أشك أب هل أمر صراحتن,0.0
1240, صوتك موش حلو,0.0
1241, صوتك وحش,0.0
1242, صوته مره منبح احسه تعبان عاد زبدولة مابقى الا يطلع بعد شوي ,0.0
1243, صوتهآ بعيرَ ومصدقه حآلهآ ,0.0
1244, صوتها عجييييييب,0.0
1245, ضغط وفي مثل هاته الحالات ممكن حتى يغمى عليها ,0.0
1246, ضيعت 7 دقايق من عمري بمشاهدة ازنخ و اتفه شخص بالحياة الا و هو اللي بالنص و لا حتى بعرف اسمه,0.0
1247, طلعوا العرب اخس واخس واخس,0.0
1248, طول عمر بخاف أن أمثالك يصبحوا مطربين,0.0
1249, طول عمرك تخاف من الحب أجل ,0.0
1250, طول عمري بخاااف من العوب العب,0.0
1251, طول عمري بخاف من العوب وسيرة العوب ,0.0
1252, عااااااااهاااااات,0.0
1253, عالم فاضيه بيسموا الغناء فن بيشغلوا الناس,0.0
1254, عاهات,0.0
1255, عاهات ,0.0
1256, عاهات العرب الجرب,0.0
1257, عاهات اللهم لاشماته,0.0
1258, عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول,0.0
1259, عاهاتك يا وطن,0.0
1260, عاهاتك يا وطنعاهاتك يا وطن,0.0
1261, عاهاتك يا وطني,0.0
1262, عاهاتك ياعرب,0.0
1263, عدولة السامج هذا خرب اوم المقطع قسسم زبالة هالآدمي ودمه زززفت انا ضحكت ,0.0
1264, عذبت ام العود,0.0
1265, عرب اغبياء,0.0
1266, عــرب جـــرب,0.0
1267, على فكره المعلقين هدول ولاد حرام,0.0
1268, على قولة الكبارية ورقة خسرانه,0.0
1269, عنجد هذا الانسان تافه وحقير,0.0
1270, غباء في غباء لان نفس الحركه صارت في american idol يعني قلدنه البرنامج وبعد التصرفات اوووف,0.0
1271, غبي انتا اشي !! الصووووت هاد بتشبهو بجورج وسوف,0.0
1272, فاشل....فاشله....برنامج فاشل,0.0
1273, فاشلين الى ما لا نهاية,0.0
1274, فاضل قلمين و نخلص ,0.0
1275, فطست ضحك على الشايب,0.0
1276, فعلا اللي بيســتحوا ماتوا ,0.0
1277, فعلا برنامج ساقط واللي بيتابعه أسقط منه..,0.0
1278, فعلا زي ما حكى اخر شي .... مهزلة .. وانا مهزلة اللي ضيعت وقتي اشوف هيك مسخرة .. فعلا اني مسخرة,0.0
1279, فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقياً وصوتياً وبدنياً اها وعقلياً بالتأكيد,0.0
1280, فعلا مهزله,0.0
1281, في ايه يا ولاد الوثخة؟,0.0
1282, فيديو بايخ,0.0
1283, فيروسات بشرية,0.0
1284, قرف شوهاد شي بخزي عنجد ,0.0
1285, قرف يقرف اللبنانيين شو تافهين,0.0
1286, قرفت انتحر عن الدرج ,0.0
1287, قسسم انه استهبال باستهبال,0.0
1288, قصدك اخر ما توصل اليه العقل البشري من تفاهات,0.0
1289, قلولهم هذا سوبر ستار مش مسابقة لبياع الخضار,0.0
1290, قمة التخلف البشري الله يشفيهم,0.0
1291, قمة التخلف والانحطاط,0.0
1292, قهروني حرام,0.0
1293, ك فشلوه مره صدق انهم دلوخ,0.0
1294, كأنهم خرفان العيد عند المسلخ,0.0
1295, كارثة بشرية ,0.0
1296, كاميرا خفية في الانحطاط الاخلاقي ,0.0
1297, كانت تسوي مقلب انها محترمة بعدين اعترفت انها ................. ,0.0
1298, كتكوت ضعيف الجناح و الدنيا غدرت هااا,0.0
1299, كدا عيييييييييييييييييييييب أودني راحت فيها,0.0
1300, كس امكم يالعرب يابهايم يابقايا حضارات الامم,0.0
1301, كسم البرامج العربية متخلفة بنت شرموطة,0.0
1302, كسم العته البشرى ,0.0
1303, كل النسخ العربية والجنبيى كله تمثيل في تمثيل مسخره وعقول تاقهة,0.0
1304, كنا نقول عاهات,0.0
1305, كنت اشوف الاجانب اقول موسوسين,0.0
1306, كيف بدهم يضربوا أرضهم ,0.0
1307, لآ مش فاهماك,0.0
1308, لأن ما بعتقد انو في هالقد عاهات ما بيعرفوا انو صوتهم نشااز لأنو كتيير نشاز وازا في رح تكون حالات استثنائية مو بهاد الكم الكبير,0.0
1309, لا بتمزحي يع قرف,0.0
1310, لا حول ولا قوة ألا بالله أذا أخذ ما أوهب أسقط ما أوجب,0.0
1311, لا حول ولا قوة الا بالله ليش الحرج هدا,0.0
1312, لا حول ولا قوة اللا بالله العظيم ،لم أكن أعلم ان نسبة ذكاء العرب منخفضه جدا الى هذا الحد,0.0
1313, لا عنجد زلمة ............ شكلو بخوف,0.0
1314, لا محالة أول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهرة,0.0
1315, لا مو حقودين ولا شي ,0.0
1316, لا والله ما بلسه يع,0.0
1317, لا والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم ,0.0
1318, لا يعني ..الغبي يدري انه كاتب اسمها بالورقه..مايبيلها ذكاء ترى,0.0
1319, لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزة اللهواني من الاردن,0.0
1320, لازم يحكم عليهم بالسجن,0.0
1321, لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,0.0
1322, لانهم يمكن يكونو قاهرينك ,0.0
1323, لبنان وزبالتوا,0.0
1324, لجنة تاااافهة,0.0
1325, لجنة زبالة من ....... اذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو,0.0
1326, لجنة فاشله تتمسخر على المتقدمين ,0.0
1327, لجنه حكم ماعندها ذره احترام ,0.0
1328, لعن الله المتشبهين من الرجال للنساء,0.0
1329, لعنكم الله جهنم وبئس المصير ايها العازفووووون ,0.0
1330, لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه ,0.0
1331, لو حد يا جماعة يعرف طبيب اذن يدلني ولا شكلي هارميهم خلاص باظو ,0.0
1332, ليش تتضحكو مش حللللوو,0.0
1333, ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه ,0.0
1334, ليش معصب يا عدولة,0.0
1335, ليش هيك معجبين على الاردني,0.0
1336, ليش يعني اخترت انه مصيره في فتح يا تافه وفي المؤتمر السادس كمان يا ابن الكلب,0.0
1337, ما اسخفك,0.0
1338, ما بتحبو حد ,0.0
1339, ما عندهم هو قلة احترام للمشتركين وفلة ادب تجاه المشاهدين ,0.0
1340, ما يستحون و هم جايين لو انا منهم اروح اقشر بصل ,0.0
1341, مابتحكي معه هيك  انزلع لاعاد اشووفك جلطتني,0.0
1342, مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن,0.0
1343, مايستحون,0.0
1344, مبرد وجوهكم,0.0
1345, متسمم فكره الولد وصارت حالته صعبه ياحنين انت,0.0
1346, متفقين معهم... و البرنامج خايس,0.0
1347, متى يجي .. عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك ,0.0
1348, مجانين أحد يضحك عليك وأنتم قدامه وتكمل ,0.0
1349, مجانين العرب,0.0
1350, مجرم ,0.0
1351, مجنون صوتها انا,0.0
1352, محششين خخخخ,0.0
1353, مررة دلوع,0.0
1354, مررررعبه,0.0
1355, مساكين ها البشر ,0.0
1356, مسخره والله,0.0
1357, مسوي انه مندهش,0.0
1358, مش طبيعي سماكة الدم شو ها عدولة خرب المفطع لشو المبالغة والاوفر يعني,0.0
1359, مش عارف كيف اهلهم سمحولهم يقدمو في البرنامج هادول شغل بطون,0.0
1360, معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي,0.0
1361, معتيه واضح انهم يمثلون,0.0
1362, مقرف جداً هذا الشخص !!,0.0
1363, ملاءمة منظومة الكهرباء الأردنية. و فقر المياه و موقع الأردن الجغرافي و ظروفه السياسية و حجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة,0.0
1364, ملاءمة منظومة الكهرباء الأردنية. وفقر المياه وموقع الأردن الجغرافي وظروفه السياسية وحجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة,0.0
1365, ملعوب عليهم,0.0
1366, من الي ضاحك عليهم انو اصواتهم حلوة,0.0
1367, من اين لنا المياه لتبريد المفاعل النووي فهو يحتاج الى نصف مليون مترا مكعبا من المياه لتبريده سنويا على الاقل والقاصي والداني يعرف اننا في بلد يعاني من شحة المياه اما كعلوم و معرفة بالعلوم النووية و الطاقة فانا احب ان يتعلمها المتعلمين في بلادنا بدءا من جدول مندلييف للعناصر مرورا ب العناصر المشعة و نظرية اينشتاين للطاقة و نظريات الفيزياء الكمية و البحث في عمر البروتون و النيوترينو والكواركات واللبتونات والuncertainty principle و النظائر المشعة و تفتيت الذرة و اشعة جاما و بيتا و الفا و الراديوم و البلوتونيوم و البروتونات و كافة النظريات بما فيها انواع المفاعلات النووية و تجارب الامم فيها مثل اليابان و المانيا و روسيا و فرنسا و امريكا و للعلم فقط انها علوم نظريا سهلة و بسيطة و يستطيع فهمها حتى الانسان ذو الخلفية و الرغبة العلمية و على جميع او على الاقل جزء من علمائنا ان يقرروا المسار الذي يجب ان نسلكه و نسير فيه بهذا الخصوص بموازنة المخاطر و المكاسب و بعدها و على اساس النتيجة و الفائدة الواضحة يتم الاعتماد لقرارهم ان كان سلبا ام ايجابا,0.0
1368, من جد سوبر أبقار,0.0
1369, من جد مجنون ,0.0
1370, من زمان ماشفت مخلوقات فضائيه هع ,0.0
1371, من يستمتع برؤية الناس في مواقف محرجة فهو سادي و غير اصيل و نفسه ضعيفة و مريضة,0.0
1372, مهزلة,0.0
1373, مهزلة التاريخ,0.0
1374, مهزلة ياعيب الشووم,0.0
1375, مياعة وسئالة من عدولة والي معو,0.0
1376, مين اللي ضآإحك عليهم وقآإيل إن أصوآإتهم حلوة ,0.0
1377, مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفة ,0.0
1378, ناس تبي تتمصخر ماتدري شلون,0.0
1379, ناس مطفرة من الآخر ,0.0
1380, نحتسبه عند رب العباد,0.0
1381, نسيانك صعب اكيد ,0.0
1382, نيله تنيلكم من وين جايبين هالحثانه ,0.0
1383, هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل,0.0
1384, هالانسان مجنون لابس بدلة رياضة وجاي يغني حتى لو صوتك زين اللبس عدل,0.0
1385, هبل !!!,0.0
1386, هبله,0.0
1387, هدا ماهو عقل هدا تخلوف ,0.0
1388, هذا اللى فالحين فيه العرب ، فقط الهبل و التخلف,0.0
1389, هذا اللي انت فالح فيه بس..كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام,0.0
1390, هذا اللي بالنص من لجنة الحكم مفكر نفسو وديع الصافي و هو شقفة علاك ,0.0
1391, هذا انا واغني وانا بالحمام وانتوا .. بكرامه صوتي احلا من العاهات هذيل,0.0
1392, هذا تشهير ملعون والدين المفروض ما يعرضونه,0.0
1393, هذا صدق ولا مجنون ولا يستهبل وش القصة,0.0
1394, هذا عدا عن عنصريتكم البغيضة وجلافتكم وعنجهيتكم الفارغة مع بقية الشعوب. ,0.0
1395, هذا ليس مضحك ، بل مخزى ، يا للخزى و العار ,0.0
1396, هذا معوق جنة جورج وسوف,0.0
1397, هذه البراامج اللي تخلف العاهات للفن الهابط فن اليومين هذا,0.0
1398, هذه رويدا عطيه يا الخبوول,0.0
1399, هذه مشكلة الذي يغني كثيراً في الحمام ويتصور انه اصبح مطرب,0.0
1400, هذول مخانيث ],0.0
1401, هذول مساجين ولا ايش ,0.0
1402, هل الثقه بالمشتركين زاايده لدرجة العمى أو ان محيطهم يجاملهم بجمال صوتهم !!,0.0
1403, هم اللي مصخرو انفسهم,0.0
1404, هما بس الى بيسعوا للغناء ده طبعا غير الاشتغالات والافلام الهندى الى احنا شفنها,0.0
1405, هنا نجد اصحاب السوء يحضرون بقوة لان ها هولاء لم يحظروالى بعد تشجيع من اناس حولهم,0.0
1406, هههه انا من ناحيتي هاظ الانسان الي قاعد بلنص اقرف واحد ,0.0
1407, هههههههههههههههههههه وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير. الجنة اللتي ستدخلها أنت لا أريد دخولها، جهنم أشرفلي وأهون علي من أن أكون مع أحد الوهابيين المنحطين لواطيي الأطفال,0.0
1408, هي عندها صوت قوي بس للأسف الحين مثل غيرها !,0.0
1409, هي فلسطين راحت من قليل يا ولاد المخنثة لعنة الله عليكم فظحتونا..,0.0
1410, و استخدامها الطاقة النووية في الفضاء : نحن نجمع التواقيع لرفضها :)),0.0
1411, و بعرف حكايات مليانه عاهات مثلكم و مجانين يا صيدااات (جورج وسوف) ,0.0
1412, و شباب صايع مو ملاقي ياكل ,0.0
1413, واثق من نفسه الحبيب ,0.0
1414, واستخدامها الطاقة النووية في الفضاء : نحن نجمع التواقيع لرفضها :)),0.0
1415, واضح جدا إن أغلب الناس هاي عندها مشاكل نفسيه,0.0
1416, والشرهه على الاغبياء اللي معطينك لايك .. ,0.0
1417, والغناء تجد لك ١٠٠ مليون وكلهم زبالة,0.0
1418, واللله الناس دي ما شايلة هم ابدن علشان كده مسخرو نفسهم او كرامتهم راحت,0.0
1419, والله الحياة كلها بتخزي بدونكم ,0.0
1420, والله انا نفسي بزعل اذا رجعت لانه مش احنا اللي بنستحقها,0.0
1421, والله انك فشلت العرب,0.0
1422, والله انك مسخره يا عجوز,0.0
1423, والله انك مهزله,0.0
1424, والله انو نذل ,0.0
1425, والله اول واحد سمعته منهم احسب سمااعتي خرباً  يابطني من الضحك والله زااااحفين,0.0
1426, والله تحشيش,0.0
1427, والله تحشيش من الاخر,0.0
1428, والله حرام يعني مايدرون انهم مصخره,0.0
1429, والله خبل ,0.0
1430, والله شككني في البرنامج انة سوبر ستار او برنامج كوميدي,0.0
1431, والله شويه عبط الي بيغنو والحكام كمان,0.0
1432, والله ظلموه لجنة الطراطير,0.0
1433, والله عاهات,0.0
1434, والله على بالي مجنون ,0.0
1435, والله عيب بهدلتو حالكم ,0.0
1436, والله كذب من سوبر ستار القذر هذاا,0.0
1437, والله لو طلبوا مين اللي عندو قلب قوي ١٠٠ متر للجري مايتقدم ولا حمار عربي ,0.0
1438, والله لو يجمعونهم على شاطئ البحر الميت ويخلونهم يصرخون على اليهود ولمدة 30 ثانية . . ليهربون لقبرص عن طريق البحر . . سباحة,0.0
1439, والله ما في اشي مزعلني الا انه اسمه محمد,0.0
1440, والله ما يحرر عزبت بنقاليه ,0.0
1441, والله هبل في هبل,0.0
1442, وانت اسكت لا تتحطم ,0.0
1443, واي ناس فاظيين صج عاااهاات!!,0.0
1444, وبعدين ترا مالقت دعم ,0.0
1445, وجه حسن عزااب,0.0
1446, ودي اكسر الابتوب على راسه ..,0.0
1447, وربي عآإهات مستعصيه,0.0
1448, وربي كلبتي جات جلست عندي أول ما فتحت هالفيديو ويوم خلص التفت لها إلا وألاقيها نايمة ,0.0
1449, وسبب برفعة ضغطك ,0.0
1450, وش التخلف هذا ,0.0
1451, وش جابني هنا ثقيلين دم,0.0
1452, وش فيك معصب !! خلاص بعطيك اللأيك الي جاني خخخ ,0.0
1453, وش هالتحف والله مساكين ماكلين مقلب بقوه ,0.0
1454, وش يحسووون فيه ناس مهبل,0.0
1455, وعرض اختي انك لاسع ياادمن عساس لو بدها تضرب من هسة خايفة منك,0.0
1456, وقّـف قلبو لحسن الشافعي ,0.0
1457, ولا انا صوووتي كذا اجي اهباال هوو,0.0
1458, ولا جورج في الزمنات بس حرام يفضحوهم,0.0
1459, ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبة !!!!!!!!!!!!!! ااه يابطني بس,0.0
1460, ولا مستحيل يطلع واحد يفشل نفسه كذا,0.0
1461, ولو هو انسان وعنده احاسيس ممكن من هالموقف اللي الكل يشوفه يتعقد هالإنسان من حياته كلها,0.0
1462, ومازال العود مصدي ,0.0
1463, وهابي تاج راسك يا اللي تاكل من وراك و اذا في الوهابية شئ مخالف لكتاب الله و سنة نبيه اذكره و لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط و انت في هوة الخراب و طنت من طنوت سوريا,0.0
1464, وهاي المضروبه جايخه على وين,0.0
1465, وهسا متأكد 100 فلسفجي راح يجي يحكيلي عن كفائات البلد,0.0
1466, وهمه من الشعب ,0.0
1467, ويفل على الشعب xD,0.0
1468, وين القناه التافة الى تعرض هذول المعاتية صحيح نحن في انحطاط,0.0
1469, ي وجه الفطيره .. قبل تعيب الناس .. أنظر الى حإلك ,0.0
1470, يا اخوان انتبهوا الى انة اكثر المشتركين المايعين من لبنان او سوريا وهذا حالهم لان تركوا ملة الاسلام وتبعوا الميوع مع الشيطان,0.0
1471, يا اخي اطلع في صورتك بالمراية وشوف ادائك هوة اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهة,0.0
1472, يا ثقل دمه الاصلع,0.0
1473, يا خسارة الدقيقة وثنين وخمسين ثانية اللي ضيعتهن من حياتي على هذا المقطع التافه خخخخ,0.0
1474, يا خسارة عليكو يا شباب المستقبل ,0.0
1475, يا دم امك الرخم ,0.0
1476, يا ربـــــي هذا مستحيل يكون كائن بشري ,0.0
1477, يا ريتك ما كبرت ,0.0
1478, يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات ,0.0
1479, يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,0.0
1480, ياجماااعه يقولون بشار الاسد ماااات,0.0
1481, ياحيوان ,0.0
1482, ياخي برنامج السامج,0.0
1483, يتسابقوووووووون إلى جهــنم ..,0.0
1484, يخرب بيتك ما أزنخك,0.0
1485, يخرب زوءك ,0.0
1486, يخرب زوئك,0.0
1487, يستهبلووا,0.0
1488, يشبه رغد مجنونة هيافاء,0.0
1489, يضحكون و م شاففوا انفسهم ، لو قلنا غنوا جابوا الععيد فالحين بس في الظرافةة هـ الشيبان,0.0
1490, يعني عدولة اللي ابصر من وين جاي كيف وصل عشان تشوفة لجنة التحكيم مبين عليه مجنون و مش شايف اشي قدامة,0.0
1491, يعني ما أختار الا الاغنيــه اللي أغلب أحرفها الحرف اللي يقرط فيه ,0.0
1492, يعني هيك برامج بتبين للناس وين صرنا و كم صارت نسبة التخلف بين شباب امتنا,0.0
1493, يعني يجبون كم واحد يعطونهم فلوس ويجون يستهبلوا عندهم عشان يحركون البرنامج,0.0
1494, يلعن أم الأزعاج ,0.0
1495, يلعن ابو الاشكال بس !!,0.0
1496, يلعن ابو التخلف,0.0
1497, يلعن ابو التفاهه,0.0
1498, يلعن اخت المياعة والبياخة,0.0
1499, يلعن اخت اليهود اذا بدهم يرجعو شبر من فلسطين ل هاالمنا,0.0
1500, يلعن ام الحاله ياخي وناسه,0.0
1501, يلعن ام اللي باخر المقطع حق عدوله يا هو ثقيل دم,0.0
1502, يلعن اوم السخاافه,0.0
1503, يلعن اوم الطفش ,0.0
1504, يمكن جايين سكارى ويغنون !,0.0
1505, ﻋﺎﻫﺎﺗﻚ ﻳﺎ ﻭﻃﻨﻲ,0.0
1506, ﻻ تخليني اسب هون هاااااااات,0.0
1507,Noاكيد بقرف ,0.0
1508,Unnamed: 1,0.0
1509,Unnamed: 2,0.0
1510,Unnamed: 3,0.0
1511,Unnamed: 4,0.0
1512,Unnamed: 6,0.0
1513,Unnamed: 7,0.0
1514, اسفل من بعضهم,0.0
1515, اشي بقهر مش لا هل درجه,0.0
1516, الله الله ياشيخ ابراهيم ..حكم والله يسعد مساااااااك يارب,0.0
1517, الله ينتقم منه حمزه منصور واعوانه حسبنا الله فيهم,0.0
1518, اللهم اجعلني دائما مظلوم,0.0
1519, المعنى الحقيقي لعاااهاتك يا وطن,0.0
1520, انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة وما رح اتخلص غير لما نتخزق,0.0
1521, اننا نعيش في زمن بلا رحمه,0.0
1522, بسعد ربك وصباحك عسل انت وكل من قال انا اردني وبحب القياده الهاشميه وتراب الاردن وسنح الاخوان ولاد كلب على هالصبح,0.0
1523, بعين الله يا امال كلهن ستين سبعين سنه وبمضن وبتهون,0.0
1524, تخسا هما وكل واحد بشد عأيدهم مشكلتو شعب سوري يدعون البراءه وهم في قمة النذاله,0.0
1525, حسبي الله عليكم ..الله بحاسبكم على كل حد بينفتن بسلبكم ..الله لا يسامحكم,0.0
1526, حكي فاضي,0.0
1527, طوقان بدور ع منصب يضل فيه عشر سنين لقدام لاسئلان في نووي و لا سلامة الاردن,0.0
1528, كافر ملعون جهنم باذن اللة,0.0
1529, لو يطلع عليهم 10 من مخيم اربد و 10 من مخيم الحصن و 20 من مخيم الزرقا و 30 من مخيم عمان و 20 من مخيم البلقاء و 20 من مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم,0.0
1530, من اجل هذا تم قدوم ٢٠ الف من الجيش الامريكي,0.0
1531, مين بشار العاهة هاد الي بهدد، اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحالة ونلعن ابو الساعة اللي طلعت بشار وغيره شو هالحكي، الاردن قوي بجيشة وقائده فعلاا هززلت قال سوريا قال ولا النعامة او رقبة عالية بدهها قص,0.0
1532, مين وله؟,0.0
1533, ههههههه والله صدقتي همة اصعب شئ الستين سنة الاوليات,0.0
1534, و الله انو مكب نفايات نوويه و أنا اشتغلت بالمفاعل و موقعه بعلان بالسلط ,0.0
1535, وانا مع انو الطاقة الشمسية هي البديل!,0.0
1536, يا اخي وين ما تروح بالاردن تخطى مناطق الشخصيات المهمة بالبلد و الباقي كله مكرهة صحية,0.0
1537, يعني هي ما راح تعتزر,0.0
1538,·          رائع والله اصبت القول الاسف لاكن مافي أي حدآ بيستحمل الانتقآد ؟؟,0.0
1539,آخر واحد مهستر,0.0
1540,أنا ضد النووي .و الأﺟﺪﻯ ﺑﺪﻭﻟﻪ كالأردن البحث عن مصادر للطاقه النظيفه .و خصوصا إننا نفتقر للماء . و الأجدى بنا أيضا أن نبحث عن سبل لحل مشكلة المياه بالمبالغ التي ستصرف على المفاعلات النوويه,0.0
1541,أوروبا كلها تريد التخلص من النووي و تحاول استثمار الطاقه الشمسية و ما عندهم شمس قد ربعنا و احنا بدنا نأخذ الي راحت موضته وولى زمانه من كثر إخلاص القائمين على مصلحة الوطن يا حسره,0.0
1542,إبداااااااع يا أبو يوسف﻿ ...... و الله حرام يطلع من البرنامج .... العتب على المصوتين ... أتوقع لك مستقبل زاهر يا بطل .. صوت جميل جداً ,0.0
1543,إحتمال ما يشارك الليو  االبايخ ,0.0
1544,إعجبه﻿ إطعم آكيد حمضيات,0.0
1545,إلى إعتصام مفتوح (ميدان تحرير ) للتخلص من قوى الفساد و الإفساد,0.0
1546,إلى بشار الاسد : كــــس أخـــتـــــك :),0.0
1547,ا عيني ع الصحبة بس اكيد وراها مصلحة,0.0
1548,ابوهااا هوه﻿ المصيبة..... بسس هممه الفلووس اللي تجيبهااا بنته,0.0
1549,اتصور لو ظليت ما اتعلق احسن لانه تعليقاتك مقرفة ,0.0
1550,اتقوا الله فينا بكفي رفع اسعار و الرواتب بالحضيض,0.0
1551,اجل اسقاط حكومة طروانة,0.0
1552,احسن من هيك رئيس وزراء ما في ,0.0
1553,احقر من هيك خيانة ما في,0.0
1554,احلى زبالة  بوجهك,0.0
1555,احنا بنتهاوش مع الكتب  ,0.0
1556,احنا شعب مش عارفين نبني شارع و نعمل له صيانة كيف موضوع مفاعل ما عنا خبرة فيه و كل البلاد المتقدمة بس بلشت تلغي هذا النوع من الطاقة . رحنا لجأنا له. متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل . و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عنا. و غير نسب السرطان المتزايدة بدون واسطة . و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا.. و الاولى انو نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها ....,0.0
1557,احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة ... القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماوية شوارع مش مصانة حفر و مطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء .. ليس هروب من التطور و انما الابتعاد عن الفشل الأكيد عبر التجارب .,0.0
1558,احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة ... القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماوية شوارع مش مصانة حفر و مطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء.. ليس هروب من التطور و انما الابتعاد عن الفشل الأكيد عبر التجارب .,0.0
1559,احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة ... القمح فاسد المصفاه مش حسب المواصفات الخضار والفواكه مواد كيماوية شوارع مش مصانة حفر ومطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء.. ليس هروب من التطور وانما الابتعاد عن الفشل الأكيد عبر التجارب .,0.0
1560,احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة... القمح فاسد المصفاه مش حسب المواصفات الخضار والفواكه مواد كيماوية شوارع مش مصانة حفر ومطبات ....الخ الافضل استغلال الطاقة الشمسية او الريح او الماء.. ليس هروب من التطور وانما الابتعاد عن الفشل الأكيد عبر التجارب .,0.0
1561,"اخبار ""مسخرة"".....!!!!",0.0
1562,اخرسي صحيح ما تفهمي,0.0
1563,اذا الخبر صحيح انا اول شخص بطالب بالهجرة لاي دولة خليجية او اوروبية او حتى اسرائيل,0.0
1564,اذا اليابان اكلت هوا من النووي كيف احنا,0.0
1565,اذا كان هيك الخبر انا ما بدي اعيش,0.0
1566,ارحمونا صرنا نصف السيارة و نطلع بالباص حرام عليكم,0.0
1567,اسفل من بعضهم,0.0
1568,اصلا كتير من البنات بدهن يحكن مع الشباب,0.0
1569,اصلا هدا يمسى مرض الرهاب الاجتماعي,0.0
1570,اطالب برحيل هذه الحكومة,0.0
1571,اعطيه علي راسي هدا الصح ياحاجه الله اكبر,0.0
1572,اعلن الانسحاب يا حمار,0.0
1573,اغبياء,0.0
1574,اغرورقت عيناي بالدموع,0.0
1575,اقترح تحويلهم الى طبيب نفسي و ليس الى القضاء,0.0
1576,اقطع راسها وخلص ,0.0
